80,0,1,0.448802
80,224,2,0.2625713
80,270,2,0.2264662
80,315,2,0.257925
80,90,2,0.2367306
80,180,3,0.2351017
80,135,2,0.2571487
80,45,3,0.2204628
160,45,0,0.249073
160,270,0,0.2875671
160,224,1,0.2385674
160,180,0,0.3210335
160,315,0,0.2318039
160,135,2,0.2680588
160,0,0,0.504158
160,90,1,0.2187576
320,90,0,0.2440948
320,135,0,0.4347229
320,224,1,0.7890244
320,0,0,0.5321121
320,45,0,0.2515869
320,180,1,0.4512329
320,315,0,0.248703
320,270,0,0.5340424
240,270,0,0.4643555
240,0,1,0.4523773
240,90,2,0.273819
240,224,2,0.5302887
240,45,0,0.28479
240,180,0,0.2502747
240,135,0,0.2697906
240,315,0,0.3077545
